"","Enrichment.FDR","nGenes","Pathway.Genes","Fold.Enrichment","Pathway","URL","Genes","cluster"
"36",2.43104688929391e-19,277,2995,1.75263138610075,"GO:0042221 Response to chemical ","https://amigo.geneontology.org/amigo/term/GO:0042221"," AT1G02360  MAPKKK13  AT1G14200  AlaAT1  TEM1  GA2OX2  AT1G50740  AT1G59860  FBS1  PERK9  AT1G72910  AT1G72920  AT1G72940  OPR1  AT1G78850  SERK4  HB1  HSFA2  AT2G32200  AT2G32210  HSPRO2  WRKY46  PI4K GAMMA 4  ERF71  GSTF8  LBD41  AT3G23170  WRKY70  WRKY22  BPS3  NUDT7  ACR7  SGT1A  AT4G24160  AT4G27280  CBSX5  AT4G29780  XTH18  AT4G34150  ZAT6  NHL3  HSP17.6II  DMR6  GDPD2  AT5G42050  RBOHD  AT5G63130  AT5G66650  APX1  AT1G35710  5PTASE11  AT1G60740  NPR1  AT1G64710  TIFY10B  AT1G77370  JAZ7  NIT2  NIT3  GID1B  SAPX  AT4G08850  AT4G16660  YSL1  EFR  NPR3  YSL3  AT3G48080  EDS1  PAD4  SK13  SAG101  OPCL1  WAK2  RGS1  MPK3  MEK1  WRKY11  CML43  NDL1  IAA10  ERS2  RCI3  ORA59  AT1G10588  PUP14  NSL1  AT1G30320  AT1G33090  AT1G33110  STOP1  RAP2.6  IOS1  RK1  AT1G65820  AT1G66780  AT1G67800  AT1G71140  EIL3  AT1G76520  GSTU19  AT1G80440  AT2G01540  GSTZ1  AT2G04050  AT2G04100  NTRA  ABCG31  ERF15  GPX2  AT2G34360  ChlAKR  DREB19  WRKY54  ERS1  AT2G46320  AT3G03670  EIN4  AT3G17410  MKK5  AT3G21690  PCC1  ALF5  AT3G26020  RDUF1  PRXCB  MAPKKK20  WRI1  BIL4  RAP2.9  AT4G13040  ERF6  IWS2  DTX35  AT4G33420  RRTF1  NTRB  CTR1  ABO1  RGLG2  AT5G20810  AIP2  AT5G21960  LSU4  EBF2  AT5G39580  AT5G42150  AT5G51190  AT5G52020  ERF104  GSTU9  AT5G64120  ABR1  AIL7  AT5G65980  AT5G66390  IDD1  GRXS13  UGT74E2  ACR8  LOX3  WAK1  AtHB23  AT1G61660  GPT2  Hop2  AT1G63840  PP2-A5  AT1G65500  AT1G65510  DIN9  LBD40  CRK2  KTI1  SS2  PR5  AIR3  PR1  SIP4  AP4.3A  ATL9  RLK  AT2G43140  MYB2  AT3G10930  CERK1  UGT71B6  GFAT  AT3G43670  AT3G49210  YLS2  AT3G51440  MPK4  SAG21  GSL05  CPK31  MYB74  AT4G10500  AT4G13180  AT4G19520  ChiC  CRK29  NRT1.8  GSH1  CRK6  EP1  CRK19  CIPK8  SAP10  WRKY18  AT4G33540  ADC2  SEN1  CSDP1  LECRKA4.1  FER1  ST2A  AT5G08760  LACS7  NAC6  PTR3  AT5G46230  ANK  PLC1  CRCK1  PROPEP1  SERK1  AT2G38240  bHLH104  AT5G38990  AT5G39020  AT5G47420  SPI  BIP3  ABA3  CDPK2  TRX5  NAC019  SOT12  CPK6  IRE1A  SR1  FRU  PP2C5  PEN2  SYP43  CHIP  SAP5  AT3G24715  RLP41  AT3G57480  CPK32  SPP1  MSRB3  MEKK1  CPK4  IBR10  HSF A4A  SPHK2  SPHK1  SHD  CYP83B1  FLDH  AT5G05190  AT5G13200  ZIFL1  WRKY38  ABCB27  AT5G49760  HSP81-3  HSP81-2  EXO70B1  AT5G58787  AT5G66070  CPK30  CYSC1  GLB3","2"
"37",1.31154960073662e-25,360,3912,1.74385871897801,"GO:0006950 Response to stress ","https://amigo.geneontology.org/amigo/term/GO:0006950"," AT1G02360  MAPKKK13  AT1G14200  AlaAT1  TEM1  GA2OX2  AT1G50740  AT1G59860  FBS1  PERK9  AT1G72910  AT1G72920  AT1G72940  OPR1  AT1G78850  SERK4  HB1  HSFA2  AT2G32200  AT2G32210  HSPRO2  WRKY46  PI4K GAMMA 4  ERF71  GSTF8  LBD41  AT3G23170  WRKY70  WRKY22  BPS3  NUDT7  ACR7  SGT1A  AT4G24160  AT4G27280  CBSX5  AT4G29780  XTH18  AT4G34150  ZAT6  NHL3  HSP17.6II  DMR6  GDPD2  AT5G42050  RBOHD  AT5G63130  AT5G66650  APX1  BIP3  AT1G14040  AT1G27330  AT1G27350  NSL1  AT1G35350  5PTASE11  AT1G60740  AT1G61430  NPR1  AT1G70130  TIFY10B  PR5  AT1G77370  PDIL1-2  PUX2  IRE1A  pEARLI4  AP4.3A  JAZ7  RLK  PEN2  CHIP  AT3G12040  HCHIB  CES101  AT3G45330  PDIL1-3  AT3G59750  AT4G02410  SAPX  CRK31  OSM34  AT4G16660  HSF A4A  CRK6  CRK10  CRK14  CRK15  CRK19  CRK20  AT4G28350  AT4G29050  AT4G38560  LECRKA4.1  HSC70-1  BIP1  NPR3  APG7  HSP90.1  HSP81-3  HSP81-2  AT5G60270  AT5G60310  AT3G48080  EDS1  PAD4  SAG101  PP2-A5  CERK1  MPK3  AT3G62260  BZIP53  MPK4  MEKK1  MEK1  AT4G29520  MKK2  CYP83B1  CEN2  Tudor1  AT5G52810  CRLK1  EXO70B1  PROPEP1  CPK28  AT1G01440  NIMIN1  RCI3  MLO2  PMEPCRA  APK2A  AT1G17610  CLH1  AT1G26970  ATJ1  RSH4  AT1G31540  RAP2.6  IOS1  AT1G56540  AT1G58602  ALA3  GolS4  AT1G63350  AT1G63750  AT1G67470  HWI1  KTI1  SARD1  RIPK  PR1  AT2G16870  LYM2  Kin3  NTRA  SR1  SDF2  ERF15  GPX2  ATL9  AT2G38240  AT2G38870  MLO12  PLP6  WRKY54  AT2G43620  AT2G46320  SDR3  AT3G03670  SYP43  TK1a  AT3G11000  BSMT1  PA200  NAP1;4  MKS1  NDR1  MKK5  PCC1  VRN5  RIN4  AT3G26020  AT3G28450  AT3G28510  J3  AT3G44400  AAE3  PRXCB  HR3  ZAR1  EXO70H1  AGF2  SIB1  BGL2  AT3G57750  AT3G62780  BIL4  GG1  SAG21  MSRB3  NHL22  AT4G10500  ERF6  AT4G19520  AT4G22305  GSH1  AT4G24970  MC2  RPS2  DGK7  WRKY11  AT4G33420  AT4G34180  NTRB  AT4G36150  AT5G03320  ADR1-L2  AT5G05190  DRT101  EFR  AT5G22690  AT5G38340  AT5G39580  AT5G40000  AT5G41740  AT5G45440  AT5G45500  AT5G51630  MLO11  ANK  AT5G55450  AT5G64120  AT5G66070  AT5G66390  GRXS13  PDIL2-2  UGT74E2  FMO  UTR3  LOX3  OPCL1  TRX5  ATHAL3B  AT1G58420  AT1G61660  AT1G65500  CRK2  ALAAT2  SS2  GSTU19  UTR1  SUT2  SOT12  WRKY17  AT2G27580  WRKY25  MYB14  ChlAKR  DREB19  MYB2  UNE5  AT3G10930  UGT71B6  AT3G43670  CAF1a  NIT3  AT3G49210  MAPKKK20  AT3G51440  CPK32  APS3  ChiC  EP1  SAP10  WRKY18  GLB3  RRTF1  ADC2  SEN1  CSDP1  FER1  SK13  FC1  LACS7  NAC6  PTR3  CP1  AT5G51190  AT5G52020  PLC1  CRCK1  ABR1  STOP1  EIL3  PSKR1  AT2G21120  CNGC11  RGLG2  AT5G25440  AT5G47420  AIL7  AT1G02660  SPI  ORA59  CRT3  ABA3  AT1G18740  WAK1  AT1G21520  SAT32  AT1G29060  PUB17  TPPD  AT1G49050  PUB26  NAC019  AT1G59970  EULS3  WRKY58  PTF1  OBE1  ATERDJ3A  Fes1A  SAP5  AT3G14840  AT3G17410  AOX1A  AT3G24715  RGS1  RDUF1  NAC062  SUE4  AT3G57480  AT3G57730  AT3G62590  ATERDJ3B  GSL05  AT4G13040  AGL19  SHD  SIS  CTR1  WRKY26  ABO1  ZIFL1  PHT3;1  WRKY38  SK 11  AT5G27830  AT5G44585  AT5G45410  AT5G48570  AT5G58787  ERF104  AT5G62570  TGA1  CRT1b  CRT1a  SAR1  PERK1","2"
"38",0.000541508842457657,5,19,24.8999639509733,"GO:0015804 Neutral amino acid transport ","https://amigo.geneontology.org/amigo/term/GO:0015804"," ANT1  AAP6  AAP4  ProT3  GDU1","3"
"39",0.0380705661458746,6,96,5.91374143835616,"GO:0009812 Flavonoid metabolic proc. ","https://amigo.geneontology.org/amigo/term/GO:0009812"," RHM1  TT5  CHIL  TT4  CYP711A1  UGT76C2","3"
"40",0.0146738168057925,10,233,4.06093832676818,"GO:0009611 Response to wounding ","https://amigo.geneontology.org/amigo/term/GO:0009611"," ATAF1  5PTASE13  JMT  AT1G66760  CK1  FAMT  WRKY20  TT4  CHIA  AT5G56980","3"
"41",0.0389060284604728,9,222,3.83594039244724,"GO:0071214 Cellular response to abiotic stimulus ","https://amigo.geneontology.org/amigo/term/GO:0071214"," HYH  VOZ1  ELIP1  CHIA  GCR1  SOUL-1  BBX32  AT3G45680  UGT76C2","3"
"42",0.0389060284604728,9,222,3.83594039244724,"GO:0104004 Cellular response to environmental stimulus ","https://amigo.geneontology.org/amigo/term/GO:0104004"," HYH  VOZ1  ELIP1  CHIA  GCR1  SOUL-1  BBX32  AT3G45680  UGT76C2","3"
"43",0.00282075519692678,17,459,3.50443937087773,"GO:0001101 Response to acid chemical ","https://amigo.geneontology.org/amigo/term/GO:0001101"," ANNAT4  ANNAT3  AT1G62660  AKR4C8  MBF1C  WRKY20  HAT22  CHIA  XTH6  VOZ1  PAL1  AT3G05500  NCED3  UGT76C2  CYP707A3  GLR2.7  CDSP32","3"
"44",0.00544621061492924,15,418,3.39544962967818,"GO:0009414 Response to water deprivation ","https://amigo.geneontology.org/amigo/term/GO:0009414"," ANNAT4  ANNAT3  AT1G62660  AKR4C8  MBF1C  HAT22  CHIA  XTH6  VOZ1  PAL1  AT3G05500  NCED3  UGT76C2  CYP707A3  CDSP32","3"
"45",0.00628347933573337,15,429,3.30838681866079,"GO:0009415 Response to water ","https://amigo.geneontology.org/amigo/term/GO:0009415"," ANNAT4  ANNAT3  AT1G62660  AKR4C8  MBF1C  HAT22  CHIA  XTH6  VOZ1  PAL1  AT3G05500  NCED3  UGT76C2  CYP707A3  CDSP32","3"
"46",0.000541508842457657,40,1675,2.25957881823758,"GO:1901700 Response to oxygen-containing compound ","https://amigo.geneontology.org/amigo/term/GO:1901700"," AT3G07700  NRT2.6  MAPKKK18  GCR1  AT1G62660  ANNAT4  ANNAT3  MTM1  AT5G47710  ZF1  5PTASE13  LOX1  ACO2  AT2G31730  AKR4C8  CYT1  MBF1C  FAMT  UBQ10  AT4G15700  WRKY20  HAT22  MYB3R-5  TT4  CHIA  AT5G56980  XTH6  VOZ1  ATAF1  TBL37  PAL1  AT3G05500  NCED3  CIPK1  RBP-DR1  AT4G29100  CIPK15  UGT76C2  CYP707A3  CDSP32","3"
"47",0.00421565784726782,31,1305,2.24767490683882,"GO:0055085 Transmembrane transport ","https://amigo.geneontology.org/amigo/term/GO:0055085"," ABCB14  RHM1  NHX4  ANT1  NRT2.6  CAX3  NRAMP6  AAP6  AT1G61890  VHA-E3  AT1G66760  AT1G69480  AT1G76800  AT2G03240  AT2G07671  TIP4;1  GLR2.7  ProT3  AT2G37900  AT2G42950  UMAMIT46  AT3G45680  SULTR3;1  UMAMIT30  AT4G04750  UMAMIT20  MTM1  GDU1  AT5G11230  SFP2  AAP4","3"
"48",5.22425337047064e-08,71,2995,2.24307521668534,"GO:0042221 Response to chemical ","https://amigo.geneontology.org/amigo/term/GO:0042221"," ATAF1  SRC2  UKL3  PP2-A11  AT1G65490  RAV2  MBF1C  AT5G19240  CYP707A3  RHM1  AT3G07700  NRT2.6  MAPKKK18  ACO2  MYB77  ARR7  NIA2  GCR1  ERF8  AT1G61890  AT1G62660  AT1G66760  AKR4C8  ANNAT4  ANNAT3  ERF13  AT3G09870  GR1  GSTU27  SRS6  IAGLU  MTM1  PAP2  AT4G34770  AT4G39780  AT5G47710  ZF1  5PTASE13  LOX1  AT1G76800  AT2G31730  CYT1  FAMT  TT5  UBQ10  AT4G15700  WRKY20  HAT22  MYB3R-5  TT4  CHIA  AT5G56980  TPPJ  XTH6  VOZ1  AT2G24550  TBL37  PAL1  AT3G05500  ARP5  NCED3  CIPK1  ILR2  AT3G45680  CAX3  RBP-DR1  AT4G29100  CIPK15  UGT76C2  GLR2.7  CDSP32","3"
"49",0.00421565784726782,36,1638,2.0795574288725,"GO:0009725 Response to hormone ","https://amigo.geneontology.org/amigo/term/GO:0009725"," RHM1  MAPKKK18  ACO2  MYB77  ARR7  GCR1  ERF8  AT1G62660  RAV2  ERF13  AT3G09870  SRS6  PAP2  AT4G34770  AT4G39780  AT5G47710  ZF1  5PTASE13  LOX1  AT2G31730  CYT1  MBF1C  FAMT  TT5  HAT22  MYB3R-5  TT4  AT5G56980  ATAF1  TBL37  ANNAT4  ARP5  CIPK1  AT4G29100  CIPK15  UGT76C2","3"
"50",0.00421565784726782,36,1639,2.07828863239362,"GO:0009719 Response to endogenous stimulus ","https://amigo.geneontology.org/amigo/term/GO:0009719"," RHM1  MAPKKK18  ACO2  MYB77  ARR7  GCR1  ERF8  AT1G62660  RAV2  ERF13  AT3G09870  SRS6  PAP2  AT4G34770  AT4G39780  AT5G47710  ZF1  5PTASE13  LOX1  AT2G31730  CYT1  MBF1C  FAMT  TT5  HAT22  MYB3R-5  TT4  AT5G56980  ATAF1  TBL37  ANNAT4  ARP5  CIPK1  AT4G29100  CIPK15  UGT76C2","3"
"51",0.0047617615934542,37,1725,2.02952749652571,"GO:0070887 Cellular response to chemical stimulus ","https://amigo.geneontology.org/amigo/term/GO:0070887"," ATAF1  SRC2  UKL3  PP2-A11  AT1G65490  RAV2  MBF1C  AT5G19240  CYP707A3  RHM1  NRT2.6  MYB77  MAPKKK18  ARR7  GCR1  ERF8  AT1G62660  ERF13  GR1  SRS6  MTM1  PAP2  AT4G39780  AT5G47710  ZF1  ACO2  CHIA  AT3G07700  5PTASE13  TBL37  ARP5  AT3G45680  RBP-DR1  HAT22  CIPK15  UGT76C2  GLR2.7","3"
"52",0.00421565784726782,44,2169,1.9194439707712,"GO:0009628 Response to abiotic stimulus ","https://amigo.geneontology.org/amigo/term/GO:0009628"," ATAF1  SRC2  UKL3  PP2-A11  AT1G65490  RAV2  MBF1C  AT5G19240  CYP707A3  VOZ1  HYH  ANNAT4  ANNAT3  MAPKKK18  5PTASE13  AT1G62660  AKR4C8  ELIP1  AT4G17250  HAT22  CHIA  MAMI  XTH6  ZF1  NIA2  GCR1  CDSP32  PAL1  SOUL-1  CYT1  AT3G05500  RCI2B  NHX4  FAD7  ITN1  NCED3  CIPK1  BBX32  AT3G45680  TT5  RBP-DR1  UGT76C2  FTIP1  TT4","3"
"53",0.00628347933573337,41,2049,1.89332083141125,"GO:0007154 Cell communication ","https://amigo.geneontology.org/amigo/term/GO:0007154"," GCR1  RHM1  CIPK1  HYH  MPK5  AT4G14020  CIPK15  WNK4  RALFL34  MAPKKK18  MYB77  ARR7  VOZ1  ERF8  AT1G62660  RAV2  AT1G72890  ERF13  AT3G05320  SRS6  AT4G02420  PAP2  AT4G39780  PR5K  AT5G47710  AT5G48770  ZF1  CHIA  ATAF1  5PTASE13  SGA2  TBL37  SOUL-1  ARP5  BBX32  RBP-DR1  HAT22  UGT76C2  CLE43  GLR2.7  MBF1C","3"
"54",0.00863320248837786,40,2023,1.87088211594066,"GO:0023052 Signaling ","https://amigo.geneontology.org/amigo/term/GO:0023052"," GCR1  RHM1  CIPK1  HYH  MPK5  AT4G14020  CIPK15  WNK4  RALFL34  MAPKKK18  MYB77  ARR7  VOZ1  ERF8  AT1G62660  RAV2  AT1G72890  ERF13  SRS6  AT4G02420  PAP2  AT4G39780  PR5K  AT5G47710  AT5G48770  ZF1  CHIA  ATAF1  5PTASE13  SGA2  TBL37  SOUL-1  ARP5  BBX32  RBP-DR1  HAT22  UGT76C2  CLE43  GLR2.7  MBF1C","3"
"55",0.0100787555292227,39,1980,1.86372457451225,"GO:0007165 Signal transduction ","https://amigo.geneontology.org/amigo/term/GO:0007165"," GCR1  RHM1  CIPK1  HYH  MPK5  AT4G14020  CIPK15  WNK4  RALFL34  MAPKKK18  MYB77  ARR7  VOZ1  ERF8  AT1G62660  RAV2  AT1G72890  ERF13  SRS6  AT4G02420  PAP2  AT4G39780  PR5K  AT5G47710  AT5G48770  ZF1  CHIA  ATAF1  5PTASE13  SGA2  TBL37  SOUL-1  ARP5  BBX32  RBP-DR1  HAT22  UGT76C2  GLR2.7  MBF1C","3"
"56",0.00863320248837786,57,3266,1.65135707035543,"GO:0051716 Cellular response to stimulus ","https://amigo.geneontology.org/amigo/term/GO:0051716"," ATAF1  SRC2  UKL3  PP2-A11  AT1G65490  RAV2  MBF1C  AT5G19240  CYP707A3  GCR1  AT1G69480  RHM1  AT2G03240  ATG8H  CIPK1  HYH  NRT2.6  MPK5  AT4G14020  CIPK15  WNK4  RALFL34  MAPKKK18  MYB77  ARR7  VOZ1  ERF8  AT1G62660  AT1G72890  ERF13  ARP5  GR1  SRS6  AT4G02420  MTM1  PAP2  AT4G39780  PR5K  AT5G47710  AT5G48770  ZF1  ACO2  ELIP1  SQD2  CHIA  AT1G07500  AT3G07700  5PTASE13  SGA2  TBL37  SOUL-1  BBX32  AT3G45680  RBP-DR1  HAT22  UGT76C2  GLR2.7","3"
"57",0.00954706058431466,65,3912,1.57216030058548,"GO:0006950 Response to stress ","https://amigo.geneontology.org/amigo/term/GO:0006950"," ATAF1  SRC2  UKL3  PP2-A11  AT1G65490  RAV2  MBF1C  AT5G19240  CYP707A3  AT1G69480  AT2G03240  ATG8H  AT3G07700  AT4G02420  NIA2  LOX1  AT1G58848  AT1G61300  ACO2  AT1G72890  ANNAT4  ANNAT3  ERF13  ARP5  RBP-DR1  LCR11  MTM1  AT5G48770  MAPKKK18  5PTASE13  JMT  VOZ1  ILL5  AT1G62660  AT1G66760  CK1  PAL1  AKR4C8  CYT1  ELIP1  FAMT  PAL2  AT4G17250  WRKY20  HAT22  SQD2  TT4  CHIA  MAMI  AT5G56980  XTH6  ZF1  AT1G07500  SGA2  CDSP32  AT2G24550  AT3G05500  RCI2B  NHX4  FAD7  ITN1  NCED3  CIPK1  AT3G45680  UGT76C2","3"
"58",0.00776837401969328,3,4,28.7802083333333,"GO:0015939 Pantothenate metabolic proc. ","https://amigo.geneontology.org/amigo/term/GO:0015939"," KPHMT1  PANB2  PANC","5"
"59",0.00776837401969328,3,4,28.7802083333333,"GO:0015940 Pantothenate biosynthetic proc. ","https://amigo.geneontology.org/amigo/term/GO:0015940"," KPHMT1  PANB2  PANC","5"
"60",0.000277092589939338,6,14,16.4458333333333,"GO:0042793 Plastid transcription ","https://amigo.geneontology.org/amigo/term/GO:0042793"," FLN2  PTAC12  FLN1  PTAC14  PTAC2  RFC3","5"
"61",7.19000803466672e-06,8,19,16.1573099415205,"GO:0005977 Glycogen metabolic proc. ","https://amigo.geneontology.org/amigo/term/GO:0005977"," UGP1  PHS1  PHS2  APL2  SBE2.1  DPE2  EMB2729  ISA3","5"
"62",7.19000803466672e-06,8,19,16.1573099415205,"GO:0006112 Energy reserve metabolic proc. ","https://amigo.geneontology.org/amigo/term/GO:0006112"," UGP1  PHS1  PHS2  APL2  SBE2.1  DPE2  EMB2729  ISA3","5"
"63",0.0123922032202134,4,11,13.9540404040404,"GO:0045912 Neg. reg. of carbohydrate metabolic proc. ","https://amigo.geneontology.org/amigo/term/GO:0045912"," CP12-1  CP12-2  FKF1  RIF10","5"
"64",0.00810056043103276,5,18,10.6593364197531,"GO:0005983 Starch catabolic proc. ","https://amigo.geneontology.org/amigo/term/GO:0005983"," SEX4  CT-BMY  ISA3  SEX1  DPE2","5"
"65",0.00103402322000515,7,27,9.94871399176955,"GO:0042398 Cellular modified amino acid biosynthetic proc. ","https://amigo.geneontology.org/amigo/term/GO:0042398"," KPHMT1  DFC  DFD  PANB2  PANC  AT4G29890  FOLB2","5"
"66",0.00659196582023927,8,51,6.01938997821351,"GO:0006353 Dna-templated transcription termination ","https://amigo.geneontology.org/amigo/term/GO:0006353"," PTAC15  AT1G61970  AT1G62120  AT1G78930  EMB2219  EMB3114  pde191  AT5G07900","5"
"67",0.00098269109429394,11,74,5.70418543543544,"GO:0005982 Starch metabolic proc. ","https://amigo.geneontology.org/amigo/term/GO:0005982"," SBE2.1  SEX4  CT-BMY  APL2  EMB2729  ISA3  SEX1  IDD14  SUS2  PGM  DPE2","5"
"68",6.13499001300654e-05,23,245,3.60242063492063,"GO:0009658 Chloroplast organization ","https://amigo.geneontology.org/amigo/term/GO:0009658"," AT1G61970  AT1G62120  FLN2  EMB3114  FLN1  PTAC14  MRL7  pde191  AT5G07900  PTAC15  AT5G09315  AT3G23020  EMB3103  ECB2  AT2G24060  PrfB3  RRF  DJ1C  EMB2730  emb1211  emb1138  AT5G48470  emb2746","5"
